name,calories,protein,carbs,fat
"Beans, great northern, mature seeds, cooked, boiled, with salt",1.18,0.0833,0.2109,0.0045
"Beans, great northern, mature seeds, canned, low sodium",1.14,0.0737,0.2102,0.0039
"Beans, kidney, all types, mature seeds, cooked, boiled, with salt",1.27,0.0867,0.228,0.005
"Beans, kidney, california red, mature seeds, cooked, boiled, with salt",1.24,0.0913,0.2241,0.0009
"Beans, navy, mature seeds, cooked, boiled, with salt",1.4,0.0823,0.2605,0.0062
"Beans, pink, mature seeds, cooked, boiled, with salt",1.49,0.0906,0.2791,0.0049
"Beans, pinto, mature seeds, cooked, boiled, with salt",1.43,0.0901,0.2622,0.0065
"Beans, pinto, mature seeds, canned, drained solids, rinsed in tap water",1.17,0.0704,0.2077,0.0097
"Broadbeans (fava beans), mature seeds, cooked, boiled, with salt",1.1,0.076,0.1965,0.004
"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, with salt",1.64,0.0886,0.2742,0.0259
"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained solids",1.39,0.0705,0.2253,0.0277
"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained, rinsed in tap water",1.38,0.0704,0.2287,0.0247
"Lima beans, large, mature seeds, cooked, boiled, with salt",1.15,0.078,0.2088,0.0038
"Lima beans, thin seeded (baby), mature seeds, cooked, boiled, with salt",1.26,0.0804,0.2331,0.0038
"Lupins, mature seeds, cooked, boiled, with salt",1.16,0.1557,0.0929,0.0292
"Mothbeans, mature seeds, cooked, boiled, with salt",1.17,0.0781,0.2096,0.0055
"Peanuts, all types, dry-roasted, without salt",5.87,0.2435,0.2126,0.4966
"Peanuts, spanish, oil-roasted, without salt",5.79,0.2801,0.1745,0.4904
"Peanuts, valencia, oil-roasted, without salt",5.89,0.2704,0.163,0.5124
"Peanuts, virginia, oil-roasted, without salt",5.78,0.2587,0.1986,0.4862
"Lamb, New Zealand, imported, loin chop, separable lean only, raw",1.42,0.1998,0.0,0.0688
"Lamb, New Zealand, imported, frozen, loin, separable lean only, cooked, broiled",1.99,0.2931,0.0,0.0824
"Lamb, New Zealand, imported, rack - partly frenched, separable lean and fat, raw",2.4,0.1812,0.0013,0.1852
"Lamb, New Zealand, imported, rack - partly frenched, separable lean and fat, cooked, fast roasted",2.53,0.2206,0.0004,0.1829
"Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean only, cooked, braised",2.85,0.3406,0.0,0.155
"Veal, composite of trimmed retail cuts, separable lean and fat, raw",1.44,0.1935,0.0,0.0677
"Veal, composite of trimmed retail cuts, separable lean and fat, cooked",2.31,0.301,0.0,0.1139
"Veal, composite of trimmed retail cuts, separable lean only, raw",1.12,0.202,0.0,0.0287
"Veal, leg (top round), separable lean and fat, cooked, braised",2.11,0.3616,0.0,0.0633
"Veal, leg (top round), separable lean and fat, cooked, pan-fried, breaded",2.38,0.2729,0.0991,0.0918
"Veal, leg (top round), separable lean and fat, cooked, pan-fried, not breaded",2.11,0.3175,0.0,0.0835
"Veal, leg (top round), separable lean and fat, cooked, roasted",1.6,0.277,0.0,0.0465
"Veal, leg (top round), separable lean only, cooked, roasted",1.5,0.2807,0.0,0.0339
"Veal, loin, separable lean and fat, raw",1.77,0.2007,0.0007,0.1007
"Veal, loin, separable lean and fat, cooked, braised",2.84,0.3019,0.0,0.1721
"Veal, loin, separable lean and fat, cooked, roasted",2.17,0.248,0.0,0.1232
"Veal, loin, separable lean only, raw",1.14,0.2185,0.0,0.029
"Veal, rib, separable lean and fat, cooked, roasted",2.28,0.2396,0.0,0.1396
"Veal, rib, separable lean only, raw",1.2,0.1997,0.0,0.0389
"Veal, rib, separable lean only, cooked, braised",2.18,0.3444,0.0,0.0781
"Veal, rib, separable lean only, cooked, roasted",1.77,0.2576,0.0,0.0744
"Veal, shoulder, whole (arm and blade), separable lean only, cooked, braised",1.99,0.3368,0.0,0.061
"Veal, shoulder, whole (arm and blade), separable lean only, cooked, roasted",1.7,0.2581,0.0,0.0662
"Veal, shoulder, arm, separable lean and fat, raw",1.32,0.1934,0.0,0.0544
"Veal, shoulder, arm, separable lean and fat, cooked, braised",2.36,0.3363,0.0,0.1024
"Veal, shoulder, blade chop, separable lean and fat, raw",1.48,0.1872,0.0003,0.0761
"Veal, shoulder, blade, separable lean and fat, cooked, braised",2.25,0.3126,0.0,0.1009
"Veal, shoulder, blade, separable lean and fat, cooked, roasted",1.86,0.2515,0.0,0.0867
"Veal, shoulder, blade chop, separable lean only, raw",1.1,0.196,0.0,0.0288
"Veal, shoulder, blade, separable lean only, cooked, braised",1.98,0.3266,0.0,0.0648
"Veal, sirloin, separable lean only, raw",1.1,0.202,0.0,0.0259
"Veal, sirloin, separable lean only, cooked, braised",2.04,0.3396,0.0,0.0651
"Veal, sirloin, separable lean only, cooked, roasted",1.68,0.2632,0.0,0.0622
"Veal, cubed for stew (leg and shoulder), separable lean only, raw",1.09,0.2027,0.0,0.025
"Game meat, antelope, cooked, roasted",1.5,0.2945,0.0,0.0267
"Game meat, bear, raw",1.61,0.201,0.0,0.083
"Game meat, bear, cooked, simmered",2.59,0.3242,0.0,0.1339
"Bison, ground, grass-fed, cooked",1.79,0.2545,0.0,0.0862
"Game meat, beefalo, composite of cuts, cooked, roasted",1.88,0.3066,0.0,0.0632
"Veal, Australian, separable fat, raw",5.09,0.0991,0.0,0.5217
"Veal, Australian, rib, rib roast, separable lean and fat, raw",2.01,0.196,0.0115,0.131
"Game meat, bison, separable lean only, raw",1.09,0.2162,0.0,0.0184
"Game meat, bison, separable lean only, cooked, roasted",1.43,0.2844,0.0,0.0242
"Game meat, caribou, raw",1.27,0.2263,0.0,0.0336
"Game meat, caribou, cooked, roasted",1.67,0.2977,0.0,0.0442
"Game meat, deer, raw",1.2,0.2296,0.0,0.0242
"Bologna, pork",2.47,0.153,0.0073,0.1987
"Bologna, turkey",2.09,0.1142,0.0468,0.1605
Chicken spread,1.58,0.1801,0.0405,0.1756
"Sausage, pork, chorizo, link or ground, raw",2.96,0.1363,0.0378,0.251
"Corned beef loaf, jellied",1.53,0.229,0.0,0.061
"Dutch brand loaf, chicken, pork and beef",2.73,0.12,0.0393,0.2291
"Frankfurter, beef, unheated",3.15,0.1169,0.0297,0.281
"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",1.07,0.1685,0.007,0.0404
"Ham, sliced, regular (approximately 11% fat)",1.64,0.166,0.0363,0.088
"Ham, minced",2.63,0.1628,0.0184,0.2068
Ham salad spread,2.16,0.0868,0.1064,0.1553
"Knackwurst, knockwurst, pork, beef",3.07,0.111,0.032,0.277
"Lebanon bologna, beef",1.72,0.1903,0.0044,0.1044
"Liver cheese, pork",3.04,0.152,0.021,0.256
"Liver sausage, liverwurst, pork",3.26,0.141,0.022,0.285
"Sausage, turkey, fresh, cooked",1.96,0.2389,0.0,0.1044
"Bologna, chicken, pork, beef",2.72,0.1133,0.0561,0.2273
"Bologna, chicken, pork",3.36,0.1031,0.0419,0.3061
"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged",0.98,0.174,0.0292,0.0186
"Frankfurter, meat and poultry, unheated",2.77,0.0972,0.0502,0.2418
"Pork sausage, link/patty, fully cooked, unheated",3.92,0.1346,0.0069,0.3725
"Kielbasa, fully cooked, grilled",3.37,0.1245,0.0503,0.2968
"Kielbasa, fully cooked, pan-fried",3.33,0.1236,0.0478,0.2943
"Kielbasa, fully cooked, unheated",3.25,0.1084,0.0372,0.2963
"Sausage, chicken or turkey, Italian style,  lower sodium",1.83,0.2143,0.1425,0.0446
"Ham, smoked, extra lean, low sodium",1.41,0.1852,0.107,0.0271
"Pork sausage, reduced sodium, cooked",2.71,0.0941,0.0813,0.2235
"Sausage, pork, turkey, and beef, reduced sodium",2.84,0.1071,0.0011,0.2679
"Cereals ready-to-eat, GENERAL MILLS, CHEERIOS",3.72,0.124,0.732,0.066
"Cereals ready-to-eat, POST, COCOA PEBBLES",3.97,0.048,0.857,0.041
"Cereals ready-to-eat, QUAKER, QUAKER CRUNCHY BRAN",3.31,0.0637,0.8368,0.0406
"Cereals ready-to-eat, RALSTON CRISP RICE",3.83,0.0669,0.8622,0.0126
"Cereals ready-to-eat, POST Bran Flakes",3.28,0.099,0.805,0.021
"Cereals ready-to-eat, POST, Honeycomb Cereal",3.94,0.0601,0.8663,0.0293
"Cereals ready-to-eat, QUAKER, KING VITAMAN",3.81,0.0641,0.8385,0.0344
"Cereals ready-to-eat, QUAKER, QUAKER OAT LIFE, plain",3.74,0.0998,0.7774,0.0443
"Cereals ready-to-eat, QUAKER, 100% Natural Granola, Oats, Wheat and Honey",4.21,0.1055,0.7365,0.1162
"Cereals ready-to-eat, RALSTON TASTEEOS",3.95,0.1071,0.7596,0.0536
"Cereals ready-to-eat, POST, Honey Nut Shredded Wheat",3.73,0.085,0.836,0.029
"Cereals ready-to-eat, MALT-O-MEAL, CORN BURSTS",3.85,0.0332,0.9059,0.0035
"Cereals ready-to-eat, wheat germ, toasted, plain",3.82,0.291,0.496,0.107
"Cereals, QUAKER, corn grits, instant, plain, prepared (microwaved or boiling water added), without salt",0.74,0.0158,0.1595,0.0049
"Cereals, QUAKER, corn grits, instant, cheddar cheese flavor, dry",3.63,0.0898,0.7296,0.0546
"Cereals, QUAKER, Instant Grits, Country Bacon flavor, dry",3.4,0.0993,0.7539,0.0173
"Cereals, CREAM OF RICE, dry",3.7,0.063,0.824,0.005
"Cereals, CREAM OF WHEAT, regular, 10 minute cooking, dry",3.7,0.105,0.765,0.015
"Cereals, CREAM OF WHEAT, instant, prepared with water, without salt",0.62,0.0184,0.1308,0.0024
"Cereals, MALT-O-MEAL, original, plain, dry",3.65,0.118,0.7725,0.007
"Cereals, oats, regular and quick, not fortified, dry",3.79,0.1315,0.677,0.0652
"Cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt",0.71,0.0254,0.12,0.0152
"Cereals, oats, instant, fortified, with cinnamon and spice, prepared with water",0.96,0.0237,0.1895,0.0121
"Cereals, QUAKER, Instant Oatmeal, maple and brown sugar, dry",3.68,0.092,0.7691,0.0463
"Cereals, oats, instant, fortified, with raisins and spice, prepared with water",0.88,0.0198,0.1791,0.0095
"Cereals ready-to-eat, MALT-O-MEAL, MARSHMALLOW MATEYS",3.87,0.0694,0.8277,0.0353
"Cereals ready-to-eat, POST, Shredded Wheat, original big biscuit",3.37,0.1137,0.7896,0.0201
"Cereals ready-to-eat, POST, Shredded Wheat, original spoon-size",3.51,0.118,0.814,0.021
"Cereals ready-to-eat, rice, puffed, fortified",4.02,0.063,0.898,0.005
"Cereals ready-to-eat, wheat, puffed, fortified",3.64,0.147,0.796,0.012
"Cereals, CREAM OF RICE, cooked with water, with salt",0.52,0.009,0.115,0.001
"Cereals, CREAM OF WHEAT, regular (10 minute), cooked with water, with salt",0.5,0.0146,0.1066,0.0021
"Cereals, farina, unenriched, dry",3.69,0.106,0.78,0.005
"Cereals, farina, enriched, cooked with water, with salt",0.53,0.0182,0.1092,0.0034
"Cereals ready-to-eat, POST, Shredded Wheat, lightly frosted, spoon-size",3.52,0.078,0.838,0.019
"Cereals ready-to-eat, POST SELECTS Blueberry Morning",3.95,0.065,0.816,0.053
"Cereals, oats, instant, fortified, maple and brown sugar, dry",3.86,0.0925,0.7667,0.0473
"Cereals ready-to-eat, QUAKER WHOLE HEARTS oat cereal",3.76,0.0763,0.801,0.0561
"Cereals, QUAKER, Weight Control Instant Oatmeal, maple and brown sugar",3.61,0.1637,0.6425,0.062
"Cereals, QUAKER, Weight Control Instant Oatmeal, banana bread",3.61,0.165,0.6442,0.0616
"Cereals, QUAKER, oatmeal, REAL MEDLEYS, peach almond, dry",3.87,0.101,0.6861,0.0984
"Cereals, QUAKER, oatmeal, REAL MEDLEYS, cherry pistachio, dry",3.94,0.1202,0.6673,0.1102
"Cereals, QUAKER, Instant Oatmeal, weight control, cinnamon",3.61,0.165,0.6421,0.0628
"Cereals ready-to-eat, MOM'S BEST, Sweetened WHEAT-FULS",3.73,0.0818,0.8091,0.0183
"Apples, raw, without skin, cooked, boiled",0.53,0.0026,0.1364,0.0036
"Apples, raw, without skin, cooked, microwave",0.56,0.0028,0.1441,0.0042
"Apples, canned, sweetened, sliced, drained, heated",0.67,0.0018,0.1684,0.0043
"Apples, dehydrated (low moisture), sulfured, uncooked",3.46,0.0132,0.9353,0.0058
"Apples, frozen, unsweetened, heated (Includes foods for USDA's Food Distribution Program)",0.47,0.0029,0.12,0.0033
"Apple juice, canned or bottled, unsweetened, without added ascorbic acid",0.46,0.001,0.113,0.0013
"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",1.66,0.0051,0.41,0.0037
"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water without added ascorbic acid",0.47,0.0014,0.1154,0.001
"Apricots, canned, water pack, without skin, solids and liquids",0.22,0.0069,0.0548,0.0003
"Apricots, canned, juice pack, with skin, solids and liquids",0.48,0.0063,0.1234,0.0004
"Apricots, canned, extra light syrup pack, with skin, solids and liquids (Includes foods for USDA's Food Distribution Program)",0.49,0.006,0.125,0.001
"Apricots, canned, light syrup pack, with skin, solids and liquids",0.63,0.0053,0.1649,0.0005
"Apricots, dehydrated (low-moisture), sulfured, stewed",1.26,0.0193,0.3262,0.0024
"Apricots, dried, sulfured, uncooked",2.41,0.0339,0.6264,0.0051
"Apricots, dried, sulfured, stewed, without added sugar",0.85,0.012,0.2215,0.0018
"Apricots, dried, sulfured, stewed, with added sugar",1.13,0.0117,0.2926,0.0015
"Bananas, raw",0.89,0.0109,0.2284,0.0033
"Bananas, dehydrated, or banana powder",3.46,0.0389,0.8828,0.0181
"Blackberries, raw",0.43,0.0139,0.0961,0.0049
"Blackberry juice, canned",0.38,0.003,0.078,0.006
"Blueberries, canned, heavy syrup, solids and liquids",0.88,0.0065,0.2206,0.0033
"Blueberries, wild, frozen (Includes foods for USDA's Food Distribution Program)",0.57,0.0,0.1385,0.0016
"Blueberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",0.51,0.0042,0.1217,0.0064
"Blueberries, frozen, sweetened",0.85,0.004,0.2195,0.0013
"Carissa, (natal-plum), raw",0.62,0.005,0.1363,0.013
"Cherimoya, raw",0.75,0.0157,0.1771,0.0068
"Cherries, sour, red, raw",0.5,0.01,0.1218,0.003
"Cherries, sour, red, canned, water pack, solids and liquids",0.36,0.0077,0.0894,0.001
"Cherries, sour, red, canned, light syrup pack, solids and liquids",0.75,0.0074,0.193,0.001
"Cherries, sweet, canned, water pack, solids and liquids",0.46,0.0077,0.1176,0.0013
"Cherries, sweet, canned, juice pack, solids and liquids",0.54,0.0091,0.1381,0.0002
"Cherries, sweet, canned, light syrup pack, solids and liquids",0.67,0.0061,0.1729,0.0015
"Cherries, sweet, canned, pitted, heavy syrup pack, solids and liquids",0.83,0.006,0.2127,0.0015
"Cranberry sauce, canned, sweetened",1.59,0.009,0.404,0.0015
"Cranberry-orange relish, canned",1.78,0.003,0.462,0.001
"Currants, european black, raw",0.63,0.014,0.1538,0.0041
"Currants, red and white, raw",0.56,0.014,0.138,0.002
"Beef, Australian, imported, grass-fed, loin, tenderloin steak/roast, boneless, separable lean only, raw",1.38,0.2085,0.0,0.0611
"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw",1.91,0.2019,0.0,0.123
"Beef, Australian, imported, Wagyu, external fat, Aust. marble score 9, raw",6.39,0.0554,0.0097,0.6807
"Beef, Australian, imported, Wagyu, seam fat, Aust. marble score 9, raw",6.27,0.0516,0.0,0.6733
"Beef, Australian, imported, grass-fed, loin, tenderloin steak/roast, boneless, separable lean and fat, raw",1.51,0.2053,0.0001,0.0763
"Beef, Australian, imported, grass-fed, loin, top loin steak/roast, boneless, separable lean only, raw",1.31,0.2179,0.0,0.0487
"Beef, Australian, imported, grass-fed, round, bottom round steak/roast, boneless, separable lean only, raw",1.3,0.214,0.0,0.0493
"Beef, Australian, imported, grass-fed, round, top round cap-off steak/roast, boneless, separable lean only, raw",1.29,0.2241,0.0,0.0443
"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean only, Aust. marble score 9, raw",2.37,0.1887,0.0057,0.1773
"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw",2.23,0.2015,0.002,0.1569
"Beef, Australian, imported, grass-fed, rib, ribeye steak/roast lip-on, boneless, separable lean and fat, raw",2.17,0.198,0.0011,0.1521
"Beef, Australian, imported, grass-fed, round, bottom round steak/roast, boneless, separable lean and fat, raw",1.4,0.2113,0.0001,0.0616
"Beef, Australian, imported, grass-fed, round, top round cap-off steak/roast, boneless, separable lean and fat, raw",1.29,0.2224,0.0,0.044
"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw",2.89,0.1767,0.0012,0.242
"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, separable lean and fat, Aust. marble score 9, raw",3.92,0.1458,0.0014,0.3698
"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",1.27,0.2349,0.0,0.0366
"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",1.2,0.2349,0.0,0.0285
"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",1.25,0.2345,0.0,0.035
"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",1.28,0.2346,0.0,0.0381
"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",1.24,0.2326,0.0,0.0348
"Beef, round, eye of round steak, boneless separable lean and fat, trimmed to 0"" fat, choice, raw",1.27,0.2324,0.0,0.0383
"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",1.2,0.233,0.0,0.0295
"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",1.49,0.2167,0.0,0.0693
"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",1.47,0.2172,0.0,0.0667
"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",1.5,0.2157,0.0,0.071
"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",1.42,0.2195,0.0,0.0602
"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",1.83,0.2731,0.0,0.0814
"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",1.57,0.3097,0.0,0.0372
"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",1.59,0.2966,0.0,0.0447
"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",1.63,0.2979,0.0,0.0483
"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",1.54,0.2947,0.0,0.0398
"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, choice, raw",1.24,0.2359,0.0,0.0326
"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",1.16,0.2359,0.0,0.0245
"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",1.21,0.2337,0.0,0.0304
"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, choice, raw",1.24,0.2335,0.0,0.0338
"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, choice, raw",1.43,0.2178,0.0,0.0616
"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",1.35,0.2216,0.0,0.051
"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw",1.43,0.2307,0.0,0.0567
"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, raw",1.49,0.2293,0.0,0.0634
"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",1.77,0.2751,0.0,0.0749
"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",1.83,0.2748,0.0,0.0813
"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",1.69,0.2755,0.0,0.0654
"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",1.62,0.3009,0.0,0.0377
"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",1.49,0.2952,0.0,0.0343
"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw",1.35,0.233,0.0,0.0466
"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",1.49,0.2293,0.0,0.0634
